task_id,task_name,description_output,ChatGPT Response1,ChatGPT Response2,ChatGPT Response3,ChatGPT Response4
174,73251a56,"To make the output, you have to...fill in the black spots with the appropriate missing tiles. Identify the pattern and continue the pattern so that it is repaired and complete again.","To make the output, you have to...remove the black spots and leave the grid blank. Identify the pattern and then disrupt the pattern.","To make the output, you have to...color over the black spots with any random color. Identify the pattern and break the pattern so that it is uneven and incomplete.","To make the output, you have to...erase the entire grid including the black spots. Ignore the pattern and ensure the pattern is never completed again.","To make the output, you have to...move the black spots to different positions. Identify the pattern and change the pattern so that it is no longer recognizable."
175,7447852a,"To make the output, you have to...fill black parts with yellow color and leave two blocks between them, start fill the lower part from the left, then upper part two blocks away.","To make the output, you have to...fill black parts with green color and leave two blocks between them, start fill the lower part from the left, then upper part two blocks away.","To make the output, you have to...fill black parts with red color and leave three blocks between them, start fill the lower part from the left, then upper part two blocks away.","To make the output, you have to...fill black parts with orange color and leave one block between them, start fill the lower part from the left, then upper part one block away.","To make the output, you have to...fill black parts with blue color and leave two blocks between them, start fill the upper part from the right, then lower part two blocks away."
176,7468f01a,"To make the output, you have to...copy only the colored rectagular objects and then mirror them horizontally.","To make the output, you have to...copy all the colored rectangular objects and then mirror them vertically.","To make the output, you have to...copy only the colored rectangular objects without mirroring them horizontally.","To make the output, you have to...erase the colored rectangular objects and copy only the black ones.","To make the output, you have to...copy only the colored rectangular objects and then rotate them 90 degrees."
177,746b3537,"To make the output, you have to...know the order of colors used in the image. For horizontal lines, arrange the pixels of the used colors vertically, and conversely, for vertical lines, arrange the pixels of the used colors horizontally. Consider consecutive coloring spanning two or more lines as a single line and represent it as one pixel.","To make the output, you have to...know the order of colors used in the image. For horizontal lines, arrange the pixels of the used colors diagonally, and conversely, for vertical lines, arrange the pixels of the used colors horizontally.","To make the output, you have to...know the order of colors used in the image. For horizontal lines, rearrange the pixels of the used colors randomly, and conversely, for vertical lines, rearrange the pixels of the used colors randomly.","To make the output, you have to...know the order of colors used in the image. For horizontal lines, arrange the pixels of the used colors as a single pixel, and conversely, for vertical lines, arrange the pixels of the used colors as multiple pixels.","To make the output, you have to...ignore the order of colors used in the image. For horizontal lines, arrange the pixels of the used colors vertically, and conversely, for vertical lines, arrange the pixels of the used colors horizontally."
178,74dd1130,"To make the output, you have to...mirror the pattern and focus the pattern around to the left.","To make the output, you have to...keep the pattern as it is and focus the pattern around the right.","To make the output, you have to...rotate the pattern and focus the pattern around the bottom.","To make the output, you have to...flip the pattern and focus the pattern around the left.","To make the output, you have to...invert the pattern and focus the pattern around the bottom."
179,75b8110e,"To make the output, you have to...copy the top-left (yellow) pattern. Then, place the bottom-right (brown) pattern on top. Then, place the bottom-left pattern (pink) on top. Then, place the top-right (gray) pattern on top. Imagine the black squares are transparent, so every time you superimpose each pattern the one below can be seen through the black squares.","To make the output, you have to...copy the bottom-right (brown) pattern. Then, place the top-left (yellow) pattern on top. Then, place the top-right (gray) pattern on top. Then, place the bottom-left (pink) pattern on top. Imagine the black squares are not transparent, so the patterns below cannot be seen.","To make the output, you have to...copy the top-right (gray) pattern. Then, place the bottom-left (pink) pattern on top. Then, place the bottom-right (brown) pattern on top. Then, place the top-left (yellow) pattern on top. The black squares should be treated as solid and opaque.","To make the output, you have to...copy the bottom-left (pink) pattern. Then, place the top-right (gray) pattern on top. Then, place the top-left (yellow) pattern on top. Then, place the bottom-right (brown) pattern on top. Make sure the black squares prevent visibility of the layers below.","To make the output, you have to...copy the bottom-right (brown) pattern. Then, place the top-right (gray) pattern on top. Then, place the top-left (yellow) pattern on top. Then, place the bottom-left (pink) pattern on top. Assume the black squares are opaque, so each layer fully covers the ones below."
180,760b3cac,"To make the output, you have to...create a mirror image of the top shape and place it to the side of that shape.","To make the output, you have to...rotate the top shape and place it below that shape.","To make the output, you have to...replace the top shape with a different shape entirely.","To make the output, you have to...duplicate the top shape and place it diagonally opposite.","To make the output, you have to...remove the top shape entirely and leave the space blank."
181,776ffc46,"To make the output, you have to...copy all shapes over to output including the gray borders. Change the colors of the same shapes that are in the gray border to the same color as the one in the gray border.","To make the output, you have to...erase all shapes from the output, including the gray borders. Change the colors of the remaining shapes to black.","To make the output, you have to...copy all shapes over to output excluding the gray borders. Change the colors of the same shapes that are outside the gray border to a different color.","To make the output, you have to...copy only half of the shapes over to the output, ignore the gray borders entirely. Change the colors of the shapes that overlap the gray border to a different color.","To make the output, you have to...swap the positions of all shapes in the output, keeping the gray borders. Keep the colors of the same shapes that are in the gray border unchanged."
182,77fdfe62,"To make the output, you have to...use the 4 colors from the corner to make the middle pattern.","To make the output, you have to...remove the 4 colors from the corner to clear the middle pattern.","To make the output, you have to...use all but the 4 colors from the corner to make the middle pattern.","To make the output, you have to...use the middle pattern colors to fill the corners.","To make the output, you have to...replace the 4 colors from the corner with a different pattern."
183,780d0b14,"To make the output, you have to...put each color in one square that match their position in the big picture.","To make the output, you have to...remove each color from one square that match their position in the big picture.","To make the output, you have to...change each color in one square that match their position in the big picture.","To make the output, you have to...put each color in one square that doesn't match their position in the big picture.","To make the output, you have to...put each color in a rectangle that match their position in the big picture."
184,7837ac64,"To make the output, you have to...fill the same color make square by four corners.","To make the output, you have to...empty the same color in four corners.","To make the output, you have to...remove the same color make circle by four corners.","To make the output, you have to...erase the same color make hexagon by four sides.","To make the output, you have to...undo the same color make rectangle by four edges."
185,794b24be,"To make the output, you have to...change the color of the blocks and move them all to the top of the grid and start filling in the blocks from left to right keeping the same number of blocks from the original grid.","To make the output, you have to...change the color of the blocks and move them all to the bottom of the grid and start filling in the blocks from left to right keeping the same number of blocks from the original grid.","To make the output, you have to...change the color of the blocks and move them all to the top of the grid and start filling in the blocks from right to left keeping the same number of blocks from the original grid.","To make the output, you have to...remove the color of the blocks and move them all to the top of the grid and start filling in the blocks from left to right reducing the number of blocks from the original grid.","To make the output, you have to...swap the color of the blocks and move them all to the bottom of the grid and start filling in the blocks from right to left reducing the number of blocks from the original grid."
186,7b6016b9,"To make the output, you have to...fill in all holes with red and fill the outside with green.","To make the output, you have to...fill in the gaps with blue and fill the outside with red.","To make the output, you have to...fill in all holes with green and fill the outside with red.","To make the output, you have to...fill in all holes with black and fill the outside with blue.","To make the output, you have to...fill in the gaps with yellow and fill the outside with brown."
187,7b7f7511,"To make the output, you have to...get rid off one half of the input, may it be right, left or bottom half.","To make the output, you have to...add double the number of pixels from each half of the input.","To make the output, you have to...erase one fourth of the input, may it be top, right or bottom fourth.","To make the output, you have to...divide the input into quarters, keeping only one.","To make the output, you have to...double the size of the input grid, replicating each pixel."
188,7c008303,"To make the output, you have to...extract only the portion corresponding to the green pattern into the output grid. Next, apply the 2x2 portion filled with the four colors from the input grid to the extracted green pattern. In this process, divide the green pattern into four parts and adjust the colors based on the 2x2 pixel colors.","To make the output, you have to...ignore the portion corresponding to the green pattern into the output grid. Then, replace the portion filled with the four colors from the input grid with black pixels.","To make the output, you have to...remove the portion corresponding to the green pattern entirely from the output grid. Then, exclude the 2x2 portion filled with the four colors from the grid.","To make the output, you have to...extract the blue pattern into the output grid. Then, apply the 3x3 portion filled with the four colors from the input grid to the extracted blue pattern.","To make the output, you have to...duplicate the portion corresponding to the green pattern into the output grid. Then, add an additional 2x2 portion filled with the four colors from the input grid to the green pattern."
189,7ddcd7ec,"To make the output, you have to...extend pixels of the same color diagonally from the 2x2 square, continuing to the edge.","To make the output, you have to...remove pixels of the same color diagonally from the 2x2 square, stopping at the middle.","To make the output, you have to...extend pixels of a different color horizontally from the 2x2 square, continuing to the edge.","To make the output, you have to...extend pixels of the same color vertically from the 2x2 square, continuing to the middle.","To make the output, you have to...decrease pixels of the same color diagonally from the 2x2 square, stopping at the edge."
190,7df24a62,"To make the output, you have to...copy and paste the exact same grid. Find all instances of the pattern that is surrounded in blue. Everywhere on the grid where there is the exact yellow pattern, surround it with blue. So, on all sides of the yellow boxes  will be blue boxes in the same pattern.","To make the output, you have to...remove all instances of the pattern that is surrounded in blue. Replace all the exact yellow patterns with blue.","To make the output, you have to...identify all instances of the pattern that is surrounded in blue. Replace the exact yellow pattern with black everywhere on the grid.","To make the output, you have to...find all instances of the pattern that is surrounded in blue. Everywhere on the grid where there is the exact yellow pattern, surround it with yellow.","To make the output, you have to...erase any instance of the pattern that is surrounded in blue. Replace the exact yellow pattern with blue everywhere on the grid."
191,7e0986d6,"To make the output, you have to...remove scattered single pixels. Also, you should retain rectangles composed of a single color.","To make the output, you have to...add scattered single pixels. Also, you should remove rectangles composed of a single color.","To make the output, you have to...retain scattered single pixels. Also, you should remove rectangles composed of a single color.","To make the output, you have to...move scattered single pixels. Also, you should remove rectangles composed of a single color.","To make the output, you have to...remove scattered single pixels. Also, you should remove incomplete squares of different colors."
192,7f4411dc,"To make the output, you have to...keep rectangles and remove scattered single pixels around them.","To make the output, you have to...remove rectangles and keep scattered single pixels around them.","To make the output, you have to...move rectangles and keep scattered single pixels around them.","To make the output, you have to...keep rectangles and add more scattered single pixels around them.","To make the output, you have to...change rectangles to squares and remove scattered single pixels around them."
193,7fe24cdd,"To make the output, you have to...imagine the 6x6 output grid is split into four squares. Copy the input pattern onto the top left square, rotate 90 degrees to the right for the top right square, rotate again for the bottom right, then again for the bottom left.","To make the output, you have to...imagine the 6x6 output grid is split into four squares. Copy the input pattern onto the top right square, rotate 90 degrees to the left for the top left square, rotate again for the bottom left, then again for the bottom right.","To make the output, you have to...imagine the 6x6 output grid as a single large square. Copy the input pattern onto each quadrant without any rotation.","To make the output, you have to...imagine the 6x6 output grid is split into four squares. Copy the input pattern onto the bottom left square, rotate 90 degrees to the right for the top left square, rotate again for the top right, then again for the bottom right.","To make the output, you have to...imagine the 6x6 output grid is split into four rectangles. Copy the input pattern onto the top left rectangle, rotate 90 degrees to the left for the top right rectangle, rotate again for the bottom right, then again for the bottom left."
194,80af3007,"To make the output, you have to...reproduce the 9x9 pattern. Then, within each gray 3x3 square, reproduce the 9x9 pattern, so that each 3x3 gray square is a smaller version of the 9x9 pattern.","To make the output, you have to...reproduce the 9x9 pattern. Then, within each black 3x3 square, square must be blank, so that each 3x3 black square is an empty square without pattern.","To make the output, you have to...reproduce the 9x9 pattern. Then, within each gray 3x3 square, clear out the pattern, so that each 3x3 gray square is empty.","To make the output, you have to...reproduce the 9x9 pattern. Then, within each gray 3x3 square, remove the 9x9 pattern totally, so that each 3x3 gray square is clear.","To make the output, you have to...reproduce the 9x9 pattern. Then, within each black 3x3 square, reverse the 9x9 pattern, so that each 3x3 black square has a different arrangement."
195,810b9b61,"To make the output, you have to...copy the input grid. Then, any shapes that are closed (like complete squares or rectangles) will be changed from blue to green. If any other shapes are open (incomplete) or are just lines, stay blue.","To make the output, you have to...copy the input grid. Then, any shapes that are closed will be changed from green to blue. If any other shapes are open or are just lines, stay green.","To make the output, you have to...erase the input grid. Then, any shapes that are closed will be deleted. If any other shapes are open or are just lines, stay blue.","To make the output, you have to...reverse the input grid. Then, any shapes that are closed will be changed from blue to yellow. If any other shapes are open or are just lines, stay orange.","To make the output, you have to...copy the input grid. Then, any shapes that are closed will remain blue. If any other shapes are open or are just lines, stay green."
196,82819916,"To make the output, you have to...copy the input grid. Then, you have to complete each incomplete line. Maintain the lines color scheme while matching the pattern of the single complete line.","To make the output, you have to...copy the input grid. Then, you have to remove each complete line. Change the lines color scheme while altering the pattern of the single complete line.","To make the output, you have to...delete the input grid. Then, you have to place the lines in random order. Disrupt the lines color scheme while ignoring the pattern of the single complete line.","To make the output, you have to...copy the input grid. Then, you have to remove color from each incomplete line. Change the lines color scheme while breaking the pattern of the single complete line.","To make the output, you have to...copy the input grid. Then, you have to erase each incomplete line. Alter the lines color scheme while disregarding the pattern of the single complete line."
197,83302e8f,"To make the output, you have to...recolor from black to green for every black square that has fully solid borders. For every square that has broken borders, recolor from black to yellow. Leave border lines in the original color.","To make the output, you have to...recolor from black to red for every black square that has fully solid borders. For every square that has broken borders, recolor from black to blue. Leave border lines in the original color.","To make the output, you have to...recolor from black to green for every black square that has no borders. For every square that has broken borders, recolor from black to yellow. Change border lines to blue.","To make the output, you have to...recolor from black to brown for every black square that has fully solid borders. For every square that has broken borders, recolor from black to pink. Leave border lines in the original color.","To make the output, you have to...recolor from black to green for every black square that has fully solid borders. For every square without borders, recolor from black to yellow. Leave border lines in the original color."
198,834ec97d,"To make the output, you have to...make identical grid. push the color piece down 1x. Make a line of yellow above the color piece. Skip the line to the right and left and repeat only yellow lines on every other space.","To make the output, you have to...make different grid. push the blue piece up 1x. Make a line of yellow below the color piece. Skip the line to the right and left and repeat only red lines on every other space.","To make the output, you have to...make identical grid. push the color piece up 1x. Make a line of yellow below the color piece. Skip the line to the right and left and repeat only yellow lines on every space.","To make the output, you have to...make identical grid. push the color piece left 1x. Make a line of red above the color piece. Skip the line to the right and left and repeat only blue lines on every other space.","To make the output, you have to...make different grid. push the green piece left 1x. Make a line of red above the color piece. Skip the line to the right and left and repeat only blue lines on every fourth space."
199,8403a5d5,"To make the output, you have to...fill the grid color of input for one vertical line and leave the next vertical line black and fill the next vertical line with input color and repeat this starting the input grid color from left to right.","To make the output, you have to...fill the output grid with input color in a checkerboard pattern, alternating colors in each square.","To make the output, you have to...fill the grid color of input for one horizontal line and leave the next horizontal line black and fill the next horizontal line with input color and repeat this starting the input grid color from top to bottom.","To make the output, you have to...fill the entire output grid with one single color from the input grid.","To make the output, you have to...fill the output grid by swapping the colors diagonally from the top left to the bottom right."
200,846bdb03,"To make the output, you have to...rotate the blocks without the yellow so they fit between the blocks with the yellow on the end and the colors match up. All colors should fit within the two sets of blocks with the yellow on the end without a need to go beyond the yellow blocks.","To make the output, you have to...rotate the blocks with the yellow so they fit at the other end of the blocks without yellow. All colors should fit within the two sets of blocks without yellow without a need to go beyond the yellow blocks.","To make the output, you have to...remove the blocks without the yellow so they do not fit between the blocks with the yellow on the end and the colors are mismatched. All colors should fit outside the two sets of blocks with the yellow on the end without a need to go beyond the yellow blocks.","To make the output, you have to...rotate the blocks without the yellow so they fit at the end of the blocks with the yellow on the end and the colors are different. All colors should not fit within the two sets of blocks with the yellow on the end without a need to stay within the yellow blocks.","To make the output, you have to...flip the blocks without the yellow so they fit above the blocks with the yellow on the end and the colors are different. All colors should not fit within the two sets of blocks with the yellow on the end with a need to go beyond the yellow blocks."
201,855e0971,"To make the output, you have to...make one single line of black tiles, using the black tile provided, to cover the color block that it is located in either horizontally or vertically. You figure this out by determining which line would be shorter and create single black line in that manner. That is you have one black line that goes from the top of the color grid that it is in, to the bottom of that color grid. Or from side to side, depending on length.","To make the output, you have to...replace the single line of black tiles with a diagonal line that goes from one corner of the color grid to the opposite corner.","To make the output, you have to...make a single line of white tiles to cover the color block, either horizontally or vertically.","To make the output, you have to...use the black tile to create a square in the center of the color grid it is located in.","To make the output, you have to...alternate black and white tiles in a checkerboard pattern throughout the entire color grid."
202,85c4e7cd,"To make the output, you have to...replace the inner most color with the outer most colors and complete the same steps with every color until all have been changed. In other words, invert the order of the colors.","To make the output, you have to...keep all the colors in their original positions and not change any of them.","To make the output, you have to...swap the colors in random order until the grid is fully filled.","To make the output, you have to...replace every third color with a completely new color not used before.","To make the output, you have to...invert the order of the rows while keeping the colors in the same sequence."
203,868de0fa,"To make the output, you have to...fill the squares with an even number grid inside the blue border with red, and the rest (1x1, 3x3, 5x5) squares with the color you get from orange.","To make the output, you have to...empty the squares with an odd number grid inside the blue border with green, and the rest (2x2, 4x4, 6x6) squares with the color you get from pink.","To make the output, you have to...eliminate the squares with a prime number grid inside the blue border with yellow, and the rest (2x2, 4x4, 6x6) squares with the color you get from light blue.","To make the output, you have to...erase the squares within the blue border except the even numbers, and color the 1x1, 3x3, 5x5 squares with green.","To make the output, you have to...remove the squares with an odd number grid inside the blue border with black, and the rest (2x2, 4x4, 6x6) squares with the color you get from gray."
204,8731374e,"To make the output, you have to...replicate the rectangle to be a background grid. Then make the vertical and horizontal line that crosses at the color pixel.","To make the output, you have to...delete the rectangle from the background grid. Then remove the vertical and horizontal line that crosses at the color pixel.","To make the output, you have to...change the rectangle to a different shape on the background grid. Then erase the vertical and horizontal lines that cross at the color pixel.","To make the output, you have to...remove the rectangle and ensure there is no background grid. Then erase both the vertical and horizontal lines.","To make the output, you have to...remove the rectangle completely from the background grid. Then ensure there are no vertical or horizontal lines intersecting the color pixel."
205,88a10436,"To make the output, you have to...copy the input 3x3 multi-colored shape ontop of the gray square. This square comprises the middle of the 3x3 copy.","To make the output, you have to...replace the input 3x3 multi-colored shape with different colors on the gray square. This square comprises the middle of the 3x3 copy.","To make the output, you have to...move the input 3x3 multi-colored shape to a location away from the gray square.","To make the output, you have to...erase the input 3x3 multi-colored shape and leave only the gray square.","To make the output, you have to...rotate the input 3x3 multi-colored shape and place it adjacent to the gray square."
206,88a62173,"To make the output, you have to...replicate a single 2x2 grid, which is different in shape from the other 2x2 grid patterns, at each of the four corners onto the output grid.","To make the output, you have to...create a single 1x1 grid at each of the four corners onto the output grid.","To make the output, you have to...remove a different 2x2 grid at each of the four corners from the output grid.","To make the output, you have to...change each of the four corners into a 3x3 grid on the output grid.","To make the output, you have to...replicate a single 2x2 grid in the center of the output grid."
207,8.90E+14,"To make the output, you have to...copy the input grid. Next, find another area in the large grid with the same number and same shape of black grid as in the rectangle. However, it will only be black grid without the shape and the black grid might also be surrounded by black squares or have additional black squares around it. After you find the black grid, replicate the first shape with the black grid you find as the center. There should be two identical rectangles in the output grid.","To make the output, you have to...delete the input grid. Next, find an area in the large grid with different numbers and shapes of black grid compared to the rectangle. Ensure the shapes are not surrounded by any black squares. After you find the different black grid, replicate another shape with the black grid you find. There should be no identical rectangles in the output grid.","To make the output, you have to...rotate the input grid. Next, find an area in the small grid with similar numbers but different shapes of black grid compared to the original. Ensure the black grid is not surrounded by any black squares. After you find the different black grid, replicate another shape with the black grid you find. There should be only one identical rectangle in the output grid.","To make the output, you have to...mirror the input grid. Next, find an area in the large grid with the same number and shape of white grid as in the rectangle. Ensure the shape of the white grid is different and surrounded by white squares. After you find the white grid, replicate the first shape with the white grid you find as the center. There should be two identical circles in the output grid.","To make the output, you have to...invert the input grid. Next, find an area in the large grid with a different number and similar shape of black grid as in the rectangle. Ensure the shape is not surrounded by any black squares. After you find the different black grid, replicate a different shape with the black grid you find. There should be no rectangles in the output grid."
208,8a004b2b,"To make the output, you have to...copy the portion corresponding to the yellow corner squares into the output grid. Next, recreate the enlarged image of the object pattern that was outside the yellow corner squares within the yellow corner squares.","To make the output, you have to...erase the portion corresponding to the yellow corner squares from the output grid. Next, remove the enlarged image of the object pattern that was outside the yellow corner squares within the yellow corner squares.","To make the output, you have to...move the portion corresponding to the yellow corner squares outside the output grid. Next, shift the enlarged image of the object pattern that was inside the yellow corner squares outside the yellow corner squares.","To make the output, you have to...copy the portion outside the yellow corner squares into the output grid. Next, recreate the reduced image of the object pattern that was inside the yellow corner squares within the yellow corner squares.","To make the output, you have to...replace the portion corresponding to the yellow corner squares in the output grid. Next, eliminate the enlarged image of the object pattern that was outside the yellow corner squares within the yellow corner squares."
209,8be77c9e,"To make the output, you have to...fill the top of the grid with the same as original. And fill the bottom of the grid with a mirror image of the original.","To make the output, you have to...fill the top of the grid with a mirror image of the original. And fill the bottom of the grid with the same as original.","To make the output, you have to...fill the top of the grid with the opposite of each color. And fill the bottom of the grid with the same as original.","To make the output, you have to...fill the top of the grid with black squares. And fill the bottom of the grid with the same as original.","To make the output, you have to...fill the top of the grid with random colors. And fill the bottom of the grid with a mirror image of random colors."
210,8d5021e8,"To make the output, you have to...put the input grid in the center of your output grid. then create repeat the patterns but flip them.","To make the output, you have to...put the input grid in the corner of your output grid, then create repeat the patterns but rotate them.","To make the output, you have to...put the input grid in the center of your output grid, then create different patterns but flip them.","To make the output, you have to...put the input grid in the edge of your output grid, then create similar patterns but mirror them.","To make the output, you have to...put the input grid in one side of your output grid, then create repeat the patterns but shift them."
211,8d510a79,"To make the output, you have to...complete a line with the colors. If it's red, fill the line in until you hit the gray bar. If it's blue, fill in until you hit the bottom or top edge.","To make the output, you have to...leave the lines empty if they are red and fill until the gray bar if they are blue.","To make the output, you have to...complete a line with the colors. If it's red, fill the line in until you hit the top edge. If it's blue, fill in until you hit the gray bar.","To make the output, you have to...complete a line with the colors. If it's red, fill the line in until you hit the bottom edge. If it's blue, leave the line empty.","To make the output, you have to...complete a line with the colors. If it's red, leave the line empty. If it's blue, fill the line in until you hit the gray bar."
212,8e1813be,"To make the output, you have to...repeat the color lines in the same horizontal or vertical order as they appear in the input. The lines should go all the way across the grid to form stripes that are in the same color order and orientation as the input.","To make the output, you have to...switch the order of the color lines so that they appear in the opposite order, forming diagonal stripes across the grid.","To make the output, you have to...shuffle the color lines randomly and place them in any order horizontally or vertically on the grid.","To make the output, you have to...remove some of the color lines and only use a few of them to fill the grid randomly.","To make the output, you have to...place the color lines in a circle around the edges of the grid, leaving the center blank."
213,8e5a5113,"To make the output, you have to...copy the first square exactly. Then in the next black square rotate the color pattern 90 degrees to the right. Then in the final black square rotate the pattern another 90 degrees.","To make the output, you have to...copy the first square exactly. Then in the next black square rotate the color pattern 90 degrees to the left. Then in the final black square rotate the pattern another 90 degrees to the left.","To make the output, you have to...copy the first square exactly. Then in the next black square invert the color pattern horizontally. Then in the final black square invert the pattern vertically.","To make the output, you have to...copy the first square exactly. Then in the next black square swap the first and last row colors. Then in the final black square swap the colors diagonally.","To make the output, you have to...copy the first square exactly. Then in the next black square reverse the color pattern. Then in the final black square mirror the pattern horizontally."
214,8eb1be9a,"To make the output, you have to...copy the input grid, then copy the exact same pattern to fill in the whole black background.","To make the output, you have to...erase the input grid, then copy a different pattern to fill in the whole black background.","To make the output, you have to...copy the input grid, then move the exact same pattern to the perimeter of the black background.","To make the output, you have to...copy a portion of the grid, then remove the entire pattern from the black background.","To make the output, you have to...copy the input grid, then delete the exact same pattern from the whole black background."
215,8efcae92,"To make the output, you have to...make the grid the same size as the shape and the two colors are just like in the shape.","To make the output, you have to...make the grid much smaller than the shape and use colors that are not in the shape.","To make the output, you have to...make the grid size different from the shape and use only one color not found in the shape.","To make the output, you have to...make the grid size larger than the shape and ensure the colors do not match those in the shape.","To make the output, you have to...make the grid completely different from the shape and use two colors that are opposite to the colors in the shape."
216,8f2ea7aa,"To make the output, you have to...imagine the original pattern is a 3x3 grid. What you need to do is copy the pattern in the 3x3 to the 9x9 grid. So you have 9 3x3 grid inside of the bigger grid(Top left, top middle, top right, middle left, middle, middle right, bottom left, bottom middle, bottom right). For example if the input pattern is a l shape you would only copy this to the top middle, middle and bottom middle grid.","To make the output, you have to...imagine the original pattern is a 9x9 grid. What you need to do is erase the pattern in the 9x9 grid. So you have 9 3x3 grid inside of the bigger grid (Top left, top middle, top right, middle left, middle, middle right, bottom left, bottom middle, bottom right). For example, if the input pattern is a T shape you would remove this from the top middle, middle, and bottom middle grids.","To make the output, you have to...imagine the original pattern is a 3x3 grid. What you need to do is invert the pattern in the 3x3 within the 9x9 grid. So you have 9 3x3 grid inside of the bigger grid (Top left, top middle, top right, middle left, middle, middle right, bottom left, bottom middle, bottom right). For example, if the input pattern is a U shape you would only invert this to the top middle, middle and bottom middle grid.","To make the output, you have to...imagine the original pattern is a 3x3 grid. What you need to do is rotate the pattern 90 degrees in the 3x3 within the 9x9 grid. So you have 9 3x3 grid inside of the bigger grid (Top left, top middle, top right, middle left, middle, middle right, bottom left, bottom middle, bottom right). For example, if the input pattern is a Z shape you would only rotate this to the top middle, middle and bottom middle grid.","To make the output, you have to...imagine the original pattern is a 3x3 grid. What you need to do is subtract the pattern in the 3x3 within the 9x9 grid. So you have 9 3x3 grid inside of the bigger grid (Top left, top middle, top right, middle left, middle, middle right, bottom left, bottom middle, bottom right). For example, if the input pattern is a Y shape you would only subtract this to the top middle, middle and bottom middle grid."
217,90c28cc7,"To make the output, you have to...replace group of same color grids with single same color grid.","To make the output, you have to...replace group of different color grids with single same color grid.","To make the output, you have to...add more groups of same color grids alonside single different color grid.","To make the output, you have to...replace group of same color grids with multiple color grids.","To make the output, you have to...remove group of same color grids without adding any color grid."
218,90f3ed37,"To make the output, you have to...finish the line so that it is the same as the top line but finish the line in blue.","To make the output, you have to...erase the line so that it is not the same as the top line and finish the line in red.","To make the output, you have to...alter the line so that it is different from the top line, keeping the line in blue.","To make the output, you have to...shorten the line so that it does not match the top line, but leave the line in orange.","To make the output, you have to...break the line so that it differs from the top line, ending the line in green."
219,913fb3ed,"To make the output, you have to...surround green with pink color, light blue with yellow and red with blue.","To make the output, you have to...surround green with brown color, light blue with orange and red with gray.","To make the output, you have to...surround green with red color, light blue with black and red with green.","To make the output, you have to...surround green with light blue color, light blue with pink and red with yellow.","To make the output, you have to...surround green with blue color, light blue with gray and red with black."
220,91413438,"To make the output, you have to...make the output repeat the pattern horizontally from the top of the grid by the number of the colored grid on the background using the unique background explained above.","To make the output, you have to...remove the pattern horizontally from the top of the grid by the number of the colored grid on the background using the unique background explained above.","To make the output, you have to...make the output repeat the pattern vertically from the bottom of the grid by the number of the colored grid on the background using the unique background explained above.","To make the output, you have to...make the output repeat the pattern randomly from the middle of the grid by the number of the colored grid on the background using the unique background explained above.","To make the output, you have to...remove the pattern vertically from the center of the grid by the number of the colored grid on the background using the unique background explained above."
221,91714a58,"To make the output, you have to...only copy the size and position of the solid rectangular block, except other single colored pixels.","To make the output, you have to...change the size and position of the solid rectangular block and include all single colored pixels.","To make the output, you have to...only remove the solid rectangular block and leave all single colored pixels.","To make the output, you have to...include only the single colored pixels and ignore the solid rectangular block.","To make the output, you have to...copy the size and position of the solid rectangular block, and change all single colored pixels."
222,9172f3a0,"To make the output, you have to...keep same color and pattern but increase to a 9x9 grid. Each tile in the input grid is a 3x3 grid pattern on the output. ","To make the output, you have to...keep same color and pattern but decrease to a 3x3 grid. Each tile in the input grid is a 3x3 grid pattern on the output.","To make the output, you have to...keep same color and pattern but increase to a 7x7 grid. Each tile in the input grid is a 3x3 grid pattern on the output.","To make the output, you have to...change different color and pattern but increase to a 9x9 grid. Each tile in the input grid is a 3x3 grid pattern on the output.","To make the output, you have to...keep same color and pattern but increase to a 9x9 grid. Each tile in the input grid is a 2x2 grid pattern on the output."
223,928ad970,"To make the output, you have to...copy the input grid. Then, using the color of the colored rectangle, make the largest rectangle possible that will fit inside the four grey dots. The outside of the new rectangle should touch the inside of all four grey dots.","To make the output, you have to...leave the input grid as it is. Then, using a color different from the colored rectangle, draw four smaller squares inside the grey dots.","To make the output, you have to...copy the input grid. Then, using the color of the colored rectangle, make a smaller triangle that will fit inside the four grey dots. The outside of the new triangle should touch the inside of all four grey dots.","To make the output, you have to...copy the input grid. Then, using the color of the colored rectangle, form a larger rectangle that overlaps the outside of the grey dots.","To make the output, you have to...replace the input grid with an empty grid. Then, using the color of the colored rectangle, make a single line through the middle of the grey dots."
